lang,text,nco_2015
hi,"वैक्सिंग मैन (ग्लास)/सहायक कैलिब्रेटर/डेकोरेटर, ग्लास",7316.0500
ta,பாடகர்.,2652.0300
en,"Plumber, Maintenance and Servicing Assistant",7126.0106
ta,"கோபர், மைகா",7542.0300
en,"Continuous Still Operator, Petroleum",3134.0100
en,Cementer,8113.0400
en,"Physicist, Heat",2111.0300
en,Auto Service Technician (Two and Three Wheelers),7231.0501
en,Front Sizer (Cotton Textile),8152.2000
hi,"हील ब्रेस्टर, मशीन (फुटवियर)/मशीन ऑपरेटर-हील ब्रेस्टिंग",8156.0200
en,Mobile Crane Operator,8343.0500
hi,आईलीटिंग मशीन ऑपरेटर,8156.2500
hi,परीक्षण तकनीशियन,7543.1101
hi,असेंबलर (घड़ी और घड़ी),7311.0300
hi,क्षेत्रीय खुदरा वित्त और बीमा प्रबंधन,3322.2101
hi,"स्टेशन निदेशक, रेडियो/टीवी",1120.3400
en,"Wood Working Machine Setters and Setter Operators, Others",7523.9900
en,Regional Sales Manager (Pre-Owned Vehicles),3322.1201
hi,लिफ्टमैन,8343.1800
hi,"विमान पायलट और संबंधित सहयोगी पेशेवर, अन्य",3153.9900
en,"Sole Leveller, Machine",8156.2000
en,"Lineman, Telephone and Telegraph",7422.0400
hi,पेंट्री मैन,5120.0600
ta,கதாபாத்திர வடிவமைப்பாளர்,2166.0206
ta,கள தொழில்நுட்ப வல்லுநர்ஃ யுபிஎஸ் மற்றும் இன்வெர்ட்டர்,7421.0801
ta,"வூட் சாயர், மெஷின், ஜெனரல்",8172.0100
ta,மொத்த விற்பனையாளர்,5249.0400
hi,सिरप मिश्रण संयंत्र प्रचालक,8160.7800
en,Pre-Delivery Inspection Supervisor,3322.4002
hi,टेलीविजन चेसिस इंस्पेक्टर/टेलीविजन तकनीशियन,3114.0200
hi,"त्वचा, त्वचा और त्वचा",7535.0100
ta,"பிளாஸ்டர்கள், பிற",7123.9900
en,Jobber (Textile),3122.2800
hi,स्वास्थ्य अधिकारी,2263.0100
hi,"बिक्री पर्यवेक्षक, थोक व्यापार",3322.0500
en,Plumbing Products Sales Assistant,5223.0104
ta,கனிமவியலாளர்,2114.0600
en,"Manager, Electricity",1321.0100
hi,सूक्ष्म सिंचाई तकनीशियन,3142.0101
ta,"அடுக்கு, மரம்",7522.1300
en,"Charcoal Burner, Wood",6210.1700
ta,குப்பை சேகரிப்பாளர் (மோட்டார் போக்குவரத்து),9611.0100
ta,"மில்லர், உணவு தானியங்கள்",8160.0700
en,"Puncher, Metal",7126.0500
ta,"நடத்துனர், டிராம்",5112.0900
hi,"खेत के हाथ और मजदूर, अन्य",9211.9900
hi,ट्रैपर,6224.0300
ta,"இயற்பியல் தொழில்நுட்ப வல்லுநர்கள், பிற",3111.9900
hi,प्लास्टिक फैब्रिकेटर,8142.1600
ta,"பல் நிபுணர்கள், பிற",2261.9900
ta,முக்கிய கணக்குகள் விற்பனை மேலாளர்,3322.0601
hi,कास्ट स्टोन मेकर,8114.0500
en,Home Economist,2631.0300
ta,உதிரி பாகங்கள் செயல்பாட்டு நிர்வாகி,4321.0101
hi,बस कंडक्टर,5112.1000
hi,"पर्यवेक्षक और फोरमैन, पत्थर कटिंग और नक्काशी",3122.1800
en,"Paramedical Practitioners, Other",2240.9900
en,"Cutter, Hand",7536.0500
hi,सार्वजनिक स्वास्थ्य प्रणाली डिजाइन इंजीनियर,2142.0901
en,"Senior Secondary and Secondary School Teachers, Other",2330.9900
ta,கம்பளி சோர்ட்டர்,7318.1100
en,Treating Plant Operator,3134.0800
en,Bottling Plant In-Charge,8160.8000
en,Animation Director,2166.0205
hi,मैकेनिकल असेंबली ऑपरेटर,8212.1501
hi,डोवेल मशीन ऑपरेटर,7523.1400
en,"Economists, Other",2631.9900
en,"Physician, Bio-Chemic/Bio Chemist",2230.0300
ta,"மேலாளர், சேமிப்பு மற்றும் சேமிப்பு",1324.1200
ta,"உபோல்ஸ்டெரர், வாகனம்",7534.0300
hi,वेल्डर,7212.0301
hi,बुनाई मास्टर,2141.1500
ta,கப்பல் படைப்பாளர்,7115.0700
ta,மாக்மேன்,8160.4100
ta,தரவுத்தள வடிவமைப்பு ஆய்வாளர்,2521.0100
en,"Flower Maker, Paper",8143.0400
ta,உள் அடுக்கு மற்றும் அழுத்தும் இயக்கிகள்,8212.2501
ta,தலை ரயில் ரெக்கார்டர்,4323.0200
en,Coding Clerk,4413.0100
ta,கார்பனேட்டர் இயந்திர உதவியாளர்,8160.8200
ta,ஷாஃப்ட் தொழிலாளி,8111.2300
en,"Operator, Farm Machines",8341.0200
en,Wholesale Dealer,5249.0400
ta,"மேற்பார்வையாளர்கள் மற்றும் தலைமை மேலாளர்கள், ஜவுளி தொடர்பான தயாரிப்புகள்",3122.3400
hi,एल. ई. डी. लाइट डिजाइन इंजीनियर,2151.0403
en,"Fur And Leather Preparing Machine Operators, Other",8155.9900
en,"Shearer, Sheep",6121.1200
hi,नीचे पॉलिशर,7313.1504
hi,वाहक संचालन और रखरखाव,7233.0402
en,"Ayah, Institutional",5311.0100
hi,प्रोग्रामिंग सहायक/जूनियर सॉफ्टवेयर इंजीनियर,3514.0300
en,"Cutter, Gloves (Leather)",7532.1100
hi,मिरर सिल्वरर,7316.1100
ta,மாதிரி ஒருங்கிணைப்பாளர்,7543.5001
en,Wagon Driller,8111.0300
hi,एक्सट्रूज़न प्रेस ऑपरेटर,8121.5600
ta,"காதேர், உப்பு உற்பத்தி",9329.0100
hi,बैंड बिल्डर (टायर बिल्डिंग),8141.1900
ta,மார்க்கர்/கிரவுண்ட்ஸ்மன் & பெண்கள்,3422.0500
en,Batch Mixer (Glass),8181.2100
en,"Heavy Truck and Lorry Drivers, Other",8332.9900
en,"Continuous Still Operator, Chemical",3133.0500
ta,"மோட்டார் வாகன இயந்திரவியல், பிற",7231.9900
en,"Inspectors and Supervisors, Other (Clerical)",3341.0900
en,"Hand Pedal Vehicle Drivers, Other",9331.9900
en,Photographer News,3431.0200
hi,चिकित्सा उपकरण तकनीशियन,3211.0501
en,"Charger, Reveraberatory, Pulverised Coal Fired/Reverberatory Furnace Operator",8121.3000
ta,"பிரஸ்மேன் (பிளாட்பெட், லெட்டர் பிரஸ்)",7322.1700
hi,तकनीशियन उपकरण,7311.0101
hi,कॉपीराइट क्लर्क,4110.0300
en,"Director, Communication",1120.2500
en,"Physicist, Electronics",2111.0700
hi,हवाई अड्डा अधिकारी,1324.0900
ta,டி. டி. எச் செட்-டாப் பாக்ஸ் நிறுவுநர் மற்றும் சேவை தொழில்நுட்ப வல்லுநர்,7422.1202
en,Accounts Executive (Statutory Compliance),4313.0201
en,"Advertising and Marketing Professionals, Other",2431.9900
hi,उत्पाद डिजाइन इंजीनियर,2144.0803
ta,நடமாடும் உபகரணங்கள் பராமரிப்பு,7233.0701
hi,ग्लास एनामेलर,7316.0600
en,"Doorkeepers, Watchpersons and Related Workers, Other",9629.9900
en,Mobile Equipment Maintenance,7233.0701
ta,தயாரிப்பு மேம்பாட்டு மேலாளர்,3122.6502
ta,"மேற்பார்வையாளர் மற்றும் தலைமை அதிகாரி, ஹார்னஸ் மற்றும் சேணங்கள் தயாரித்தல்",3122.3200
ta,"செங்கல் மற்றும் ஓடுபொறி, கை",7314.0700
en,"Manager, Material Control/Manager Materials",1324.0100
ta,"முகடம், உப்பு உற்பத்தி",9329.0200
ta,ஒலி வடிவமைப்பாளர்,2153.0511
ta,செட்-டாப் பாக்ஸ் நிறுவுநர்/சேவை தொழில்நுட்ப வல்லுநர்,7422.1201
ta,தகவல் தொழில்நுட்ப தொழில்நுட்ப வல்லுநர்,3114.0802
hi,खरीद एजेंट,3323.0200
hi,"लूपरमैन, होजरी",8152.1000
ta,"ஆடை மற்றும் தொடர்புடைய வடிவமைப்பு தயாரிப்பாளர்கள் மற்றும் கட்டர்கள், பிற",7532.9900
ta,வணிக மேம்பாட்டு நிர்வாகி,2433.0601
ta,தோல் தொழில்நுட்ப வல்லுநர்,2141.2100
en,Casting Machine Operator,8189.0501
en,Rollerman (Glass),8181.0600
ta,"மேலாளர், போக்குவரத்து",1324.0500
en,Women’s Welfare Organizer,2635.0700
en,"Mechanic, Gas/Diesel Engine",7233.0600
hi,"महाप्रबंधक, मनोरंजन और मनोरंजन",1431.0100
ta,நூலக எழுத்தர்,4411.0100
hi,डिस्क डुप्लिकेटर,3512.0401
hi,पत्थर का नक्काशीदार,7113.0400
ta,"எலக்ட்ரீஷியன், ஆட்டோமொபைல்",7412.0701
ta,"மேல்நிலை மற்றும் மேல்நிலைப் பள்ளி ஆசிரியர், கலை",2330.0100
